"text","class"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
" check dm min    cancel pesaawat","Negative"
" tolong   customer  merugi  pelayanan   lambat ","Negative"
" terima kasih nggu konfirmasi operator    gangguan mohon dicek minivr xviii xi mohon  cek yaa annya sedih al yak eixo fl edukasitoppers tokopediacare","Negative"
" admin kaga dibales kalo gagal batalim aja min biar duitnya ","Negative"
"  bayar kartu kredit  nominalnya salah  transaksi gagal  dana yg  transfer  bank mandiri tokopedia berhasil   terpotongapakah  dikembalikan dana  ","Negative"
"   virtual account min bener  nomornya  kalo virtual account aturan lgsg masuk  yah rugi sehari deh ","Negative"
" semenjak  ovo ditunggu solusinya   gak gopay aja cc ","Negative"
" minnnn bales dm aaaaasssstagaaaaaaa udah jam yg  ga  respon   kecewa nih","Negative"
" udh q bales tp  tdk d bales lg ","Negative"
"  udah respon mba cepet responnya ya mba   butuh dananya  biaya  mba","Negative"
" halo  beli paket kuota xl  tokopedia   gagal  ya ","Negative"
" min cma   gak  event promo  tokped  dimarketplace  byk promo tokped yg marketplace  andelin  mlah sepi event ","Negative"
"  pakai gojek instant knpa ga  drivernya  sameday  sdh d pickup instant   ","Negative"
" hi case  id    close ya  dana      informasi  ","Negative"
" halo gimana min ttg invoice  yg kmrn  bayar mandiri virtual acc tp blm diverifikasi    ya  sngt mengganggu loh","Negative"
" min  transaksi    nggak  cashback yaa ","Negative"
"  min    menunggu     ","Negative"
"    laporan  no ","Negative"
"halo   mengalami kendala  memperoleh promo cashback  tokocash  mencoba fitur keluhan via chat   memperoleh hasil    bot yg berbeda mohon bantuannya ","Negative"
" rawan toped  saldo   hilang   suruh nunggu  ","Negative"
" tolong ditindak  lapak  mencuri data  toko   penipuan ","Negative"
"ya emang kalo diliat salah     si haha gampang bgt  bodoin org    mohon pelayanan yg cepat gitu   biar uangku  ga keburu diambil penipu   diselamatkan  ya syudah ikhlas semoga  berkah dibalik musibah ","Negative"
"  tanggung   ","Negative"
" dear toped   aktivasi ovo   no hp   tokocash  hangus terimakasih","Negative"
" update terbaru  ios crash    pakai menu search  klik cari langsung crash aplikasinya kayaknya  bug tuh update    gak  nyari barang nih  keluhan    pengguna   ","Negative"
"kak  gimana  order via grabekspreaa barang blm diambil status  diselesaikan audah komplain tpi blm ditindak lanjuti mohon   cs  mw ganti driver   dimaksimalin sih","Negative"
"  skrg cashback dikonversi  ovo points ga butuh ovo points yg   dibelanjain  toko milik group lippo  bgmn koq mensupport toko   mengabaikan user   ","Negative"
"  tau gak   inbox langsung aja tolak drpd brg udh dikirim   refund ongkir rugi jg mohon solusinya","Negative"
"  cash back ku lom masuk y thx","Negative"
" halo toped penarikan saldo  rekening  gangguan ya  tarik   sore blm masuk jg","Negative"
"   abis bikin laporan ditwitter    kasih nomer invoice  langsung lancar tuh transaksi  kesel ","Negative"
" aneh emang tuh robot","Negative"
"   gerai  virtual account   tdk efisien ketimbang  e cash yuk adik foba dibaca  pelan pelan biar paham thanks","Negative"
"  diem min   udh x jam woy gausah kasih promo kalo ga niat  ","Negative"
" oooh masuknya  ovo point ya   ovo cash   isi pulsa gk pake pembayaran ovo min ","Negative"
"   dipake kaka   tokocash  digabung  pembayaran  udah  buktikan ovo  gak buruk ","Negative"
"  maksudnya  coba barang   terima   click finish  nyangkut kayak gini    mempersulit penjual  duitnya    terima tertahan   ","Negative"
" sy  bayar transaksi dgn saldo toko sdh ovo sy  pilihan metode byr tokocash tdk ","Negative"
" halo   mengganti alamat pengiriman  aplikasi  pesanan   bayar   proses  seller     solusi penggantian alamat  terima kasih","Negative"
" min transaksi   kirimkan  sicepat best semalam   input resi ga   tolong dibantu mimin   nomor resi sicepat best nya   lampirkan ss pdf resi sicepat nya thx ","Negative"
" ow ya barangnya   kurirnya aja yg lambat tkp  kosong   toko  gak  tertutup terpaksa  jemput  barangnya ","Negative"
" min tolong dibantu  td  transaksi pulsa memakai cc sbagian dpotong tokocash    proses valid cc mega bank  eror koneksi  bs dibantu krn klo trnsaksi dibatalkan  tokocash   hilang  mohon bantuannya ","Negative"
" jd mundur donk enakan dl  bs ","Negative"
"  pengiriman  yg pake jne  reg  yes  status nyangkut  menunggu status pengiriman  kurir  salah satunya ","Negative"
" beli produk  toko yg   dikenakan biaya kirim x ","Negative"
"  transaksi batas respon    pakai gosend ","Negative"
"  tnya utk kategori search  tokopedia  versi mobile fiturnya disebelah  ya   bingung  ktemu","Negative"
" to the point   disuruh tunggu menunggu problemnya dimana kak","Negative"
" emang pdhl sengaja bayar tagihan cc lbh  biar dapet promo cashback rb eh  gagal tau uang nya  taruh  saldo ya gw tarik   duit nya hahaha","Negative"
" min cepet bales dm  buru batalin pencairan dana yg akunnya diambil alih  penipu nominalnya gede lho  ya kubutuh kepastiaan coba  applikasi   metode pembayarannya lost many time s t co yroiryslhps t co hcpdeqgot","Negative"
" min tolong dibantu   isi pulsaa token listrik  sampe skrg blm  notif nomor tokennya sih  bukti transfernya tolong  dibantu urgent bgt ","Negative"
" hai  tny utk promo kupon okt  bayarnya pake metode  ya la   baca   metode bayar ga  la trs bayarnya gimana transfer bank manual ga  virtual akun  smua jg ga  ","Negative"
" sy byr tagihan kartukredit dr tgl okt smp skrg  blm masuk  dananya  karti kredit barusan    bank mega  blm  dana masuk gimana  besok tgl nov sdh jatuh tempo  sdh hub toped berkali nomor ivr xviii x ","Negative"
"  no nya ga bs dihub  ad no hp tp ga bs dihub ","Negative"
"hai    gagal  membeli tiket pesawat   kode promo apapun  dana dikembalikan","Negative"
" preeetttttt sy belanja express  keong racun kembalikan tombol batal untul seller nakal tokopedia tokopediabikinkecewa","Negative"
"pembredelan listing produk  yg  tgl okt menonaktifkan iklan  dgn alasan laporan otomatis link ngga   lampirkan   udah dihapus nih screenshitnya cc nuhun tokopedia kecewatokopedia ","Negative"
" tokopedia  abal gak  menyelesaikan  ","Negative"
" respond nya  mengecewakan  jadwal penerbangannya besok pagi  penerbangan   batalkan    mengambil resiko batal berangkat","Negative"
"  info  komplain transaksi gagal via cc yg    diretur  tagihan     returnya","Negative"
"  sdh liat deskripsi     yg melecehkan  mengandung sara produk  terdaftar  dinkes  fiesta extreme yg jual  tokped   knp  ban udah gtu gda pemberitaun   chat  moderator penjelasan produk  pengawasan ","Negative"
" halo   status penjualan   barang   tujuan   pesanan dibatalkan otomatis  sistem ","Negative"
" min tolong cek pembayaran tkp akun dediemarley com   kesalahan  ane cancel tp  ovocashnya    ya transaksi dr kmrin ","Negative"
" min no inv pgf bkg ggc  cashback pesawatnya  ga  ya","Negative"
" min  transaksi barang    bayar  penjualnya barang tsb discontinue tolong dibatalkan transaksi  dgn resi ","Negative"
" min ovo nya  stabil ya koq  akun   suka   tokocash  top up  khawatir ","Negative"
"  komplain   pulsanya  kabur  nomor   no  udah dapet kode verifikasi tokopedia   bayar instant  saldo tokopedia tolong refund ","Negative"
" walah sampe  ya  gabisanya duh rekening    ya    transaksi pinjem rekening temen  bayarin","Negative"
" oh terima kasih ya infonya","Negative"
" transaksi   dikirim knp dibatalkan ","Negative"
" min status transaksi ane udh lbh dr menit tp msh menunggu konfirmasi operator gmn  y","Negative"
" mohon tdk main lempar an tanggung   merugikan konsumen  kualitas pelayanan  yg buruk","Negative"
" pembatalan tiket     dana  masuk  gimana  tolong  ","Negative"
" admin utk pembayaran dgn ovo   pilih bayar dgn ovo points  yah bisanya dgn ovo points ovo cash thx","Negative"
" ho oh selak  e problem still persists","Negative"
" diselesaikan donk uang  pending jt didlm toped udah    hak  sbg seller paket udah ditangan buyer   uang ditangan toped trus  sbg seller yg udah kirimkan paket barang  buyer dpt angin doank gitu ","Negative"
"  tolong dibantu barang rusak  pengiriman  ekspedisi asuransi melalu buyer    buka resolusi    tanggapan  admi ","Negative"
" kak cashback  kode gajianseru   yah tumben  udh transaksi cashbacknya   yg masuk nih","Negative"
"    performa toko   turun    mengirim  cepat mohon info kesalahan toko  dimana  nama toko  ","Negative"
"  ya   klik bayar  transaksi reksadana jawabanya transaksi gagal  yg   gambar    bayar  metode transfer  memotong saldo ","Negative"
" hi min    pengaduan  bs  telepon   kl nunggu chat trims","Negative"
" aq dah  report  mohon selidik masak dibiarin penjual barang bm garansi distributor  pakai karya bangsa  sistemnya  konyol  seller  dropshipper pengiriman max x jam resi   input x t  ","Negative"
"    gitu","Negative"
" min  ya  tokopedia gabisa bayar pake bank mandiri  bisanya  ecash   gapunya","Negative"
"  input voucher  gagal  ya min  syarat  ketentuannya  memenuhi  ","Negative"
" ikhlasin aja sanan    tgl nov  menunggu  x jam langsung masuk  transaksi  tweet  statusnya   transaksi selesai kecuali statusnya  review  memahami  statusnya  selesai lho ","Negative"
" notifikasi potensial cashback nya muncul  makannya  ","Negative"
"  posisi  penjual pembeli    sdh langganan komplain  tokopedia   disuruh klik pembatalan oke  sisi pembeli bs selesai  dr sisi penjual   barang  hilang dibawa lari gojek same day  tdk  solusi   ","Negative"
"   ya pilihan topup nya min ","Negative"
"  disuruh aktivasi ovo giliran diaktivasi gagal   x  pas laporan jawabannya jg  disuruh nunggu","Negative"
" transaksi    bantu req kurir gak   telat min  req  sblm jam makasih ","Negative"
" min tolong bantuannya kurir ninja express gak pickup dr kemarin tolong bantu carikan grab gojek sameday  kekurangan ongkir biar  penjual yg tutupi tanggung drpada ditolak  dpt penalti reputasi katrader ora opo ya ","Negative"
"   tulisan pas diklik  ga  gimana ya ","Negative"
"          menyelesaikan  pembelian   tokopedia dg  ","Negative"
" kayak pengadilan   paksa  banding","Negative"
" tokocash  ovo  hasil cashback belanja   toped  ga  masuk  reksadana ya ga  banget  kalo   beli pulsa  ovo doang gini  ga   direksa dana lag kyk  ","Negative"
"  ngerubah no tlp z sih  alamatnya","Negative"
"hei alasan      nutup  ga  alasan k  taek  ","Negative"
" sampah  pelayanannya","Negative"
" krn sy disana g  hasil sy dkira  twitter  hasil krn sy  ditanggapi  cs ip   baca       yg  mah bacanya  yg  trakir  daritadi  g nyambung ps t co cnjkzis mw","Negative"
" mohon  bantu  no transaksi  ivr xviii xi  dapet pulsa rb  cek  ga  pulsanya yah ","Negative"
" surat konfirmasi pembelian dikirim  kerja   transaksi   sept    kiriman surat konfirmasi  tuh ","Negative"
"  nomor   dihubungi    komplain","Negative"
" nih      batas maksimal menunggu  transaksi cicilan     kabar ","Negative"
" min sy  beli barang tp  sy ga bs klik beli  apps tokopedia knp ya  lg  maintenance ","Negative"
" resi fisiknya sdh  kak kebuang   dropship   yg  ","Negative"
"  tokocash udh gabung  ovo  saldo tokocash sy jd hilang smua ","Negative"
" virtual account bni  ga  ya   beli produk digital sehaha rb males transfee manual   gagal","Negative"
"  ya gini mulu udah  bingung kalo  beli tiket kereta ","Negative"
"min udah x jam nih   masuk  ","Negative"
" penjual    tokopedia      emosi  calon pembeli   membalas chat ","Negative"
"   komplain  grab  paket blm diambil  jam segini ya  dm ga ","Negative"
" sebenernya  sellernya kak   bantu customernya  tuker barang karna barangnya   error   ga ngerti  invoicenya","Negative"
" halo   mengurus refund         balasan chat  tokopedia care nomor invoice   gimana ya ","Negative"
"hi  tarik uang  rekening  lupa pin email  gabisa kebuka udah cb ganti email  gagal  dibantu ","Negative"
"  paham  notifikasi  yg  batas  koq beda ","Negative"
"  cek resi status   uda  yg delivered utk kiriman  senin  marketplace   resi kedetect tdk   cmn  toped aja  nih","Negative"
"   bayar dikembalikan ya ","Negative"
"hallo   jelek lelet  eror mulu stlh  perbaharui  gimana ","Negative"
" help kk  penjualan  tokopedia thx","Negative"
"mbak  wd  rekening  saldo tokopedia  jam   skrg   masuk ","Negative"
" gak  kak data nya  udah hilang    perpanjang otomatis   barangnya    pembeli ngasih  nomor resinya ","Negative"
"dear mohon informasi terkait order dg no faktur krn sy dpt email pesanan dibatalkan utk brg yg  tp dg no faktur yg berbeda terima kasihkasihcaremercare  bermasalah    ditutup metode pembayarannya lost many time s t co yroiryslhps t co hcpdeqgot","Negative"
"min   orderan   smp ya sdh    resseler nya dibilang sdh dikirim disuruh   kurirnya wahana no resi sdh   kemaren  pengiriman barang  lum sampe  ya payah deh tuh resseller nya min ","Negative"
" min usul   penukaran tokopoint   tokopoint tukar tuk potong harga tiket kereta  pesawat ","Negative"
"tokopedia   pilihan metode pembayaran   dipakai lho salah satunya  transfer bank ayokebut cek tips metode pembayaran transfer bank    ","Negative"
" no lap c pmbelian paket data double masuk  bdasarakan sales cs  sdh konfirm paket yg masuk  toped dmn paket   yg dipotong pulsa  mohon  refund attachment cs cl  cs toped ","Negative"
" lapor  kode job   muncul  berkali  load koq yaa jd  prasangka     ga     ya yg dituduh mslh jaringan internet   ga  salah ","Negative"
" urgent ya tlg  bgmn dg pemesanan furniture custom barang blm  tp sdh hrs bayar bgmn dg jaminan uang tsb jk penjual  palsu   bgmn pengamanan  tokopedia tolong yaa sy sdh  bayar cm ragu takut ditipu thanks","Negative"
"  dana tokocash ku belom    menunggu x jam ","Negative"
"  min ","Negative"
"malam min mohon balas dm syaa   ga  beli  menu ovo tersimpan  sub mene pilihan  ","Negative"
" klo complain sy dgn no id ttg kendala pembayaran dgn mandiri ecash  ya ","Negative"
" saran donk  toped  call center  memudahkan pelaporan kendala pake twitter   nunggu balasannya   ga ","Negative"
" halo min mohon bantuanya  membatalkan transaksi penarikan dana    salah memilih rekening tujuan ","Negative"
"min sy bolak   aktivasi ovo gagal  nasib tokocash sy gmn  ","Negative"
"   transaksi ga  byr via tokocash ","Negative"
"  salah  pembayaran  d alfa maha  bayar d indomaret  gimana min  bayar angsuran ","Negative"
" ok sy  lampirkan grgr kejadian  toko   dimoderasi krn salah  alasan input nomor resi ga valid ","Negative"
" say jg mengalamai   knp cash back seerta history  hilang  aktivasi ovo mohon bantun","Negative"
" min   kendala nih   bayar transaksi  tokopedia pulsa pakai tokocash  transaksi nya gagal  tokocash nya    coba  bantuan  aplikasi   menyelesaikan  mudah an admin twitter  membantu makasih","Negative"
" kadang ovo cash ovo points gak  ya  masuk  pembayaran ","Negative"
"  udah  otp udah masukin  bener gagal mulu   batas otp nya maksimal kudu nunggu x jam ","Negative"
" promo cashback    masuk ya  invoice pdhl  cm pakai kupon tp cm  ","Negative"
" tolong  tutup layanan topup emoney  virtual account bca   x  topup  bca va","Negative"
" beli barang kemarin jam siang kirim pakai gojek rb sampe  belom sampe  driver ga  ditelpon piye    pergi  ngga  mending jne yes kalo servicenya kalah cepet menang mahal doang ","Negative"
" knp lg   bayar via tokopedia knp error trus  jaga informasi pribadi  kode otp    menghindari penyalahgunaan data   manapun tokopediacare mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Negative"
" hi sy  kekurangan byr no invoice  sy uda melakukn penambahan krm via dm ya bukti penambahan byrnya  sy ud dpt email kl pembyrn   batalkan  toped","Negative"
" noh min    alesannya  yg salah kayaknya  sistem kurir  kalo  jaraknya kejauhan balikin aja  sistem yg  dibatesin jaraknya    kalo   pick up nyampe tujuan jam  malam ","Negative"
" kayanya  cek  operator xl nya     sampe skrng ngk  topup  tokped  tokped doang sih  toko sebelah      beli paket data  pulsa ","Negative"
